url_name,zh_name,platinum1,platinum2,platinum3,platinum_avg
braton_vandal_set,布莱顿·破坏者 一套,310,310,320
primed_chamber,膛室 Prime,300,310,315
dread_ward,恐惧屏障,15,19,20
lato_vandal_set,拉托·破坏者 一套,330,330,330
arcane_squall_helmet,飑风 秘奥头盔,300,500
emp_aura,电磁脉冲场,9,12,13
arcane_backdraft_helmet,复燃 秘奥头盔
epitaph_prime_barrel,葬铭 Prime 枪管,6,6,8
arcane_swindle_helmet,诈欺 秘奥头盔,250,333
exodia_epidemic,神威·流行病,8,15,20
arcane_phoenix_helmet,凤凰 秘奥头盔,200,280,300
fortifying_fire,固盾火力,7,8,9
sentient_surge,Sentient 涌现,289,290,290
frak_stabilizer_blueprint,锐克稳定器 蓝图,8,10,10
lato_vandal_barrel,拉托·破坏者 枪管,260,280,300
hard_reset,硬重启,8,10,10
arcane_locust_helmet,飞蝗 秘奥头盔
hushed_invisibility,静谧无踪,10,15,15
arcane_mag_gauss_helmet,Mag 高斯 秘奥头盔,250,290
hystrix_prime_receiver,豪猪 Prime 枪机,10,12,15
dog_days_night_scene,三伏天夜晚场景,120,300
arcane_essence_helmet,本质 秘奥头盔
ironclad_charge,铁甲冲锋,9,10,12
arcane_chlora_helmet,氯毒 秘奥头盔,400
karak_wraith_blueprint,卡拉克·亡魂 蓝图,9,29
arcane_pulse_helmet,脉冲 秘奥头盔,200,700
maim,致残枪弹,10,10,10
dog_days_scene,三伏天场景,90,95,110
marked_target,标记目标,9,14,15
vile_discharge,邪恶释放
mecha_overdrive,机甲 超载,15,26,35
arcane_gambit_helmet,策略 秘奥头盔,125,200,250
mesas_waltz,Mesa 的华尔兹,10,10,10
silver_grove_shrine_scene,落银树庭圣所场景,50,75,100
mountains_edge,山之锋芒,4,8,12
arcane_aura_helmet,预言 秘奥头盔,175,222,225
arcane_vespa_helmet,黄蜂 秘奥头盔,111,200,350
necramech_drift,殁世机甲 窜升,7,10,10
arcane_hemlock_helmet,铁杉 秘奥头盔,290
necramech_slipstream,殁世机甲 滑流,9,9,10
morgha_set,置灵者 一套,80,299
niras_anguish,混沌蛇主之苦,7,8,9
hespar_set,暮斩 一套,160,160,160
null_audit,虚无审计,10,10,10
color_key_scene,色键场景,80,99
arcane_avalon_helmet,阿瓦隆 秘奥头盔
onorix_handle,奥努里克斯 握柄,10,12,14
boar_prime_set,野猪 Prime 一套,150,154,157
overextended,过度延展,10,12,12
phaedra_receiver,菲德菈 枪机,9,10,10
braton_vandal_blueprint,布莱顿·破坏者 蓝图,149,150,170
arcane_flux_helmet,通量 秘奥头盔,150
