url_name,zh_name,platinum1,platinum2,platinum3,platinum_avg
braton_vandal_set,布莱顿·破坏者 一套,320,320,330
dread_ward,恐惧屏障,9,12,13
emp_aura,电磁脉冲场,10,10,10
primed_chamber,膛室 Prime,300,320,320
lato_vandal_set,拉托·破坏者 一套,349,350,355
epitaph_prime_barrel,葬铭 Prime 枪管,4,9,9
arcane_squall_helmet,飑风 秘奥头盔,280,300,400
exodia_epidemic,神威·流行病,8,9,10
arcane_backdraft_helmet,复燃 秘奥头盔,190,215,450
fortifying_fire,固盾火力,6,7,8
arcane_swindle_helmet,诈欺 秘奥头盔,175,200,250
arcane_phoenix_helmet,凤凰 秘奥头盔,140,150,200
frak_stabilizer_blueprint,锐克稳定器 蓝图,10,10,10
sentient_surge,Sentient 涌现,270,270,279
hard_reset,硬重启,8,9,10
lato_vandal_barrel,拉托·破坏者 枪管,240,255,260
hushed_invisibility,静谧无踪,9,10,13
arcane_locust_helmet,飞蝗 秘奥头盔,149,190,200
hystrix_prime_receiver,豪猪 Prime 枪机,9,10,10
arcane_mag_gauss_helmet,Mag 高斯 秘奥头盔,170,175,190
ironclad_charge,铁甲冲锋,8,10,10
dog_days_night_scene,三伏天夜晚场景,90
karak_wraith_blueprint,卡拉克·亡魂 蓝图,7,10,10
arcane_essence_helmet,本质 秘奥头盔,100,120,140
arcane_chlora_helmet,氯毒 秘奥头盔,190,300,300
maim,致残枪弹,9,10,10
marked_target,标记目标,9,10,10
arcane_pulse_helmet,脉冲 秘奥头盔,199,200,275
mecha_overdrive,机甲 超载,9,9,10
dog_days_scene,三伏天场景,90,90,110
mesas_waltz,Mesa 的华尔兹,10,10,10
vile_discharge,邪恶释放
mountains_edge,山之锋芒,5,8,10
arcane_gambit_helmet,策略 秘奥头盔,125,180,190
necramech_drift,殁世机甲 窜升,9,10,10
silver_grove_shrine_scene,落银树庭圣所场景,59,80,100
necramech_slipstream,殁世机甲 滑流,8,9,9
arcane_aura_helmet,预言 秘奥头盔,180,220,222
arcane_vespa_helmet,黄蜂 秘奥头盔,111,175,200
niras_anguish,混沌蛇主之苦,9,9,10
arcane_hemlock_helmet,铁杉 秘奥头盔,140,150,150
null_audit,虚无审计,7,8,9
morgha_set,置灵者 一套
onorix_handle,奥努里克斯 握柄,11,12,12
hespar_set,暮斩 一套,145,150,150
overextended,过度延展,9,10,12
color_key_scene,色键场景,80,98,100
arcane_avalon_helmet,阿瓦隆 秘奥头盔,100,100,135
phaedra_receiver,菲德菈 枪机,10,10,10
phantasma_prime_barrel,幻离子 Prime 枪管,7,8,9
boar_prime_set,野猪 Prime 一套,155,158,160
power_of_three,三幂之力,10,15,15
braton_vandal_blueprint,布莱顿·破坏者 蓝图,179,179,200
purifying_flames,净化烈焰,8,8,10
arcane_flux_helmet,通量 秘奥头盔,130,149,150
radiant_finish,终结闪光,10,15,15
sporothrix_set,孢丝感染枪 一套,150,150,170
raksa_kubrow_imprint,防护型库狛 基因印记,8,10,10
hard_engage,以硬碰硬,149,150
saryn_prime_neuroptics_blueprint,Saryn Prime 头部神经光元 蓝图,10,10,10
arum_spinosa_set,疆南星刺 一套,140,145,150
shattering_justice,破碎正义,8,10,10
dual_kamas_prime_set,双短柄战镰 Prime 一套,145,149,150
shedu_chassis,舍杜 机体,9,9,9
shockwave_actuators,震波驱动器,40,200
shocking_speed,电击加速,9,10,10
vauban_prime_set,Vauban Prime 一套,148,150,150
shotgun_scavenger,霰弹枪弹药搜集者,9,10,10
paralytic_spores,瘫痪孢子,100,120,180
strain_consume,菌株 吸收,8,10,10
medjay_predasite_imprint,守卫扑猎达赛 基因印记,100,200
akstiletto_prime_set,史提托双枪 Prime 一套,125,130,135
vexing_retaliation,怨怒报复,8,10,10
auto_omni,万用自修,79,80,80
vigilante_fervor,私法 热诚,6,6,8
xata_invocation,Xata 神祈,70,88,90
accumulating_whipclaw,蓄积长鞭,9,9,10
hespar_blade_blueprint,暮斩 刀刃 蓝图,135,135,135
arcane_scorpion_helmet,毒蝎 秘奥头盔,40,100,100
akarius_prime_receiver,阿利乌双枪 Prime 枪机,6,8,8
spira_prime_set,旋刃飞刀 Prime 一套,114,120,120
aklex_prime_blueprint,雷克斯双枪 Prime 蓝图,9,10,10
arcane_esprit_helmet,机敏 秘奥头盔,90,125,125
auto_breach,自动破解,8,8,10
arcane_aurora_helmet,极光 秘奥头盔,121,121,140
braton_vandal_barrel,布莱顿·破坏者 枪管,9,9,10
arcane_reverb_helmet,返响 秘奥头盔,90,135,190
carnis_stinger,肉碾虫 针刺,8,12,12
cortege_set,送葬者 一套,500
netherbarrow_region_scene,幽冥陵地区场景,50
ember_prime_systems_blueprint,Ember Prime 系统 蓝图,7,9,10
entropy_burst,熵数爆发,7,7,9
mag_prime_set,Mag Prime 一套,110,115,117
entropy_spike,熵数尖钉,8,9,9
security_override,协议覆盖
felarx_blueprint,逐枭 蓝图,8,9,9
nami_skyla_prime_set,海波斯库拉对剑 Prime 一套,119,119,120
glaive_prime_disc,战刃 Prime 圆盘,10,10,12
latron_prime_set,拉特昂 Prime 一套,118,119,120
braton_vandal_stock,布莱顿·破坏者 枪托,105,105,105
hypothermic_shell,低温外壳,8,9,10
infested_impedance,感染者阻抗,9,9,9
legendary_fusion_core,传说核心,112,115,115
kaszas_blade,死亡使徒 刀刃,9,20
prisma_shade_set,棱晶 阴影 一套,108,115,115
anti_grav_array,反重力阵列
kaszas_handle,死亡使徒 握柄,10,10,10
magus_anomaly,魔导·近点,9,9,10
frost_prime_set,Frost Prime 一套,104,108,108
mantis_fuselage_blueprint,Mantis 机身 蓝图,8,8,8
aeolak_set,风鸣 一套,90,115,120
electro_pulse,电光脉冲,20
nekros_prime_chassis_blueprint,Nekros Prime 机体 蓝图,7,8,8
prisma_lenz,棱晶·楞次弓,90,90,94
nyx_prime_chassis_blueprint,Nyx Prime 机体 蓝图,10,10,10
prisma_twin_gremlins,棱晶·双子小精灵,90,100,120
orthos_prime_set,欧特鲁斯 Prime 一套,9,10,10
venka_prime_set,凯旋之爪 Prime 一套,97,99,100
pathocyst_blade,病囊飞刃 刀刃,10,10,10
wyrm_prime_set,蛟龙 Prime 一套,98,99,100
arcane_thrak_helmet,震击 秘奥头盔,75,100,100
primary_blight,主要·毒侵,6,8,9
nautilus_prime,鹦鹉螺 Prime 一套,99,100,100
rathbone_handle,拉斯波恩 握柄,8,9,11
prisma_gorgon,棱晶·蛇发女妖,99,100,100
red_veil_augment_mod,血色面纱强化Mod,8,9,10
arcane_menticide_helmet,灭神 秘奥头盔,99,140,190
scattering_inferno,炼狱轰击,9,9,10
hydroid_prime_set,Hydroid Prime 一套,97,99,99
steel_meridian_augment_mod,钢铁防线强化Mod,8,9,9
prisma_obex,棱晶·奥比克斯,99,100,100
stockpiled_blight,积存毁坏,8,10,10
prisma_veritux,棱晶·真理巨剑,110,119,119
sunika_kubrow_imprint,猎杀型库狛 基因印记,8,8,10
synth_fiber,合成 纤维,9,9,10
sevagoth_prime,Sevagoth Prime 一套,95,95,99
fluctus_set,巨浪 一套,35,39,40
targeting_subsystem,定位辅助,9,10,10
tekko_prime_gauntlet,铁钩手甲 Prime 拳套,6,8,9
nekros_prime_set,Nekros Prime 一套,97,99,99
tiberon_prime_barrel,狂鲨 Prime 枪管,10,10,11
vapor_trail,雾化尾迹,15,20,20
velocitus_receiver,极速电磁步枪 枪机,8,9,10
nova_prime_set,Nova Prime 一套,94,95,96
velocitus_stock,极速电磁步枪 枪托,9,9,10
soma_prime_set,月神 Prime 一套,89,90,93
vigilante_offense,私法 进攻,8,8,8
nikana_prime_set,侍刃 Prime 一套,93,93,95
volt_prime_systems_blueprint,Volt Prime 系统 蓝图,15,17,17
cetus_scene,希图斯场景,100,199
zhuge_prime_receiver,诸葛连弩 Prime 枪机,9,10,10
latron_wraith_set,拉特昂·亡魂 一套,75,80,100
zodiac_shred,黄道碎裂,4,5,5
loki_prime_set,Loki Prime 一套,95,99,99
aksomati_prime_barrel,轻灵月神双枪 Prime 枪管,8,9,9
primed_pistol_ammo_mutation,手枪弹药转换 Prime,80,110,118
arcane_barrier,赋能·壁垒,8,8,9
searing_steel,炽燃钢铁,45,50,75
suda_armor_set,Suda Armor Set,50
ballistica_prime_string,布里斯提卡 Prime 弓弦,8,8,9
battle_stations,战位,9,9,9
kronen_prime_set,皇家拐刃 Prime 一套,90,95,95
body_count,杀伤计数,5,10,15
primed_rifle_ammo_mutation,步枪弹药转换 Prime,99,100,100
coaction_drift,协力窜升,9,9,10
spectra_vandal_set,光谱切割器·破坏者 一套,80,95,100
entropy_detonation,熵数起爆,7,7,9
nautilus_set,鹦鹉螺 一套,90,140,150
garmr_core_blueprint,加姆核心 蓝图,8,8,8
saryn_prime_set,Saryn Prime 一套,90,90,94
vulkar_wraith,金工火神·亡魂,80,90,90
grendel_prime_blueprint,Grendel Prime 蓝图,8,8,9
prisma_grinlok,棱晶·葛恩火枪,79,90,90
helios_prime_systems,赫利俄斯 Prime 系统,9,10,10
vectis_prime_set,守望者 Prime 一套,88,90,90
hydroid_prime_chassis_blueprint,Hydroid Prime 机体 蓝图,6,8,9
meticulous_aim,细心瞄准,18,18,23
lohk_canticle,Lohk 颂歌,8,8,8
akjagara_prime_set,觉醒双枪 Prime 一套,84,90,90
longbow_sharpshot,弓箭·利矢,1,8,9
glaive_prime_set,战刃 Prime 一套,85,89,95
melee_elementalist,近战元素师,9,9,9
photon_overcharge,光子过载,87,100,119
mirage_prime_chassis_blueprint,Mirage Prime 机体 蓝图,6,8,8
glaxion_vandal,冷冻光束步枪·破坏者,80,80,80
necramech_seismic_wave,殁世机甲 震波,8,9,9
tekko_prime_set,铁钩手甲 Prime 一套,80,88,89
okina_prime_blueprint,翁 Prime 蓝图,8,9,9
volt_prime_set,Volt Prime 一套,90,90,90
phenmor_blueprint,凤殁 蓝图,9,9,9
bonewidow_set,骨骸寡妇 一套,95,99,100
pilfering_strangledome,贪夺穹顶,8,8,9
gotva_prime,骨葬 Prime,86,89,90
raiju_core_blueprint,莱胡核心 蓝图,8,8,8
ember_prime_set,Ember Prime 一套,75,75,81
ris_invocation,Ris 神祈,8,9,9
prova_vandal,普罗沃·破坏者,80,80,85
scindo_prime_handle,分裂斩斧 Prime 握柄,5,7,9
ash_prime_set,Ash Prime 一套,85,89,90
total_eclipse,全蚀,10,10,10
aksomati_prime_set,轻灵月神双枪 Prime 一套,80,84,89
virtuos_ghost,正直·鬼魅,7,10,19
virtuos_surge,正直·突波,8,64,65
opticor_vandal,奥堤克光子枪·破坏者,99,100,150
cortege_stock,送葬者 枪托,70
volt_prime_chassis_blueprint,Volt Prime 机体 蓝图,8,10,10
oberon_prime_set,Oberon Prime 一套,80,80,84
vulcan_blitz,火神闪击,9,9,9
primed_bane_of_infested,灭亡 Infested Prime,80,88,90
zubb_bracket_blueprint,乍布脚架 蓝图,8,8,9
primed_expel_corrupted,驱逐 Orokin Prime,79,80,80
acceltra_prime_barrel,迅发电浆炮 Prime 枪管,5,8,9
tainted_hydra,污染水螅,50,150
akbronco_prime_set,野马双枪 Prime 一套,7,8,8
critical_precision,致命精准,50,100,150
ankyros_prime_gauntlet,甲龙双拳 Prime 拳套,9,10,10
prisma_grakata,棱晶·葛拉卡达,80,80,85
chamber_of_the_lotus_scene,Lotus 大厅场景,60,99
arcane_precision,赋能·精确,8,8,8
deadly_maneuvers,致命机动,10,14,14
hammer_shot,重锤射击,84,85,86
despoil,掠夺,8,8,8
dual_kamas_prime_handle,双短柄战镰 Prime 握柄,5,6,7
nyx_prime_set,Nyx Prime 一套,59,60,80
exposing_harpoon,暴露鱼叉,9,10,10
centaur_set,半人马 一套,60,100
fluctus_stock,巨浪 枪托,6,9,9
primed_bane_of_grineer,灭亡 Grineer Prime,80,85,100
gara_prime_chassis_blueprint,Gara Prime 机体 蓝图,8,10,10
primed_expel_grineer,驱逐 Grineer Prime,80,80,90
mecha_empowered,机甲 强化,8,10,25
akbolto_prime_set,螺钉双枪 Prime 一套,90,90,95
medi_ray,医疗射线,9,10,14
carmine_penta_set,嫣红·潘塔 一套,80,88,95
halikar_wraith,哈利卡·亡魂,70,75,80
natural_talent,天赋,8,8,8
necramech_hydraulics,殁世机甲 液压,8,8,8
mirage_prime_set,Mirage Prime 一套,80,80,83
netra_invocation,Netra 神祈,8,9,9
ambush,幽灵伏击,65,75,89
nyx_prime_systems_blueprint,Nyx Prime 系统 蓝图,7,8,8
primed_cryo_rounds,低温弹头 Prime,80,84,84
phaedra_barrel,菲德菈 枪管,9,9,10
kogake_prime_set,科加基 Prime 一套,79,80,90
quick_reload,快速装填,9,10,10
rubico_prime_stock,绝路 Prime 枪托,7,8,9
nidus_prime_set,Nidus Prime 一套,86,89,89
scimitar_fuselage_blueprint,Scimitar 机身 蓝图,7,7,8
akvasto_prime_set,瓦斯托双枪 Prime 一套,78,80,80
shade_prime_carapace,阴影 Prime 外壳,8,10,10
carrier_prime_set,搬运者 Prime 一套,80,80,80
shedu_handle,舍杜 握柄,7,8,10
sudas_datascape_scene,苏达数据景观场景,70,85,99
shedu_receiver,舍杜 枪机,8,8,9
iatric_mycelium,医疗菌丝,14,40
shredder,粉碎器,3,3,4
hexis_armor_set,Hexis Armor Set
tigris_prime_receiver,猛虎 Prime 枪机,7,8,9
saxum_spittle,重岩者 唾液,75,80,80
acidic_spittle,浓酸唾液,14,30
titania_prime_chassis_blueprint,Titania Prime 机体 蓝图,7,7,8
plains_of_eidolon_scene,夜灵平野场景,40,90,93
untraceable,无迹可寻,9,9,10
prisma_angstrum,棱晶·安格斯壮,76,79,80
venom_dose,猛毒附加,8,9,9
prisma_machete,棱晶·马谢特砍刀,60,75,80
akstiletto_prime_link,史提托双枪 Prime 连接器,8,9,9
wukong_prime_set,Wukong Prime 一套,84,85,85
baruuk_prime_blueprint,Baruuk Prime 蓝图,8,9,9
prisma_burst_laser,棱晶 激光点发,76,95,99
condition_overload,异况超量,8,9,9
athodai_set,阿索代 一套,75,80,80
destreza_prime_handle,技巧之剑 Prime 握柄,7,8,9
