kulstar,杀星,5,10,10,11,20
heliocor,赫利俄光锤,20,30,30,30,30
nagantaka,噬蛇弩,14,15,15,19,20
ocucor,视使之触,269,280,280,299,300
falcor,猎鹰轮,40,49,50,70,70
paracesis,心智之殁,20,20,30,30,30
exergis,晶能放射器,14,16,20,25,30
battacor,武使之力,5,15,15,17,20
euphona_prime,悦音 Prime,10,10,15,15,15
fusilai,齐射玻刃,8,10,12,15,15
lato,拉托,30,35,35,40,40
magnus,麦格努斯,10,10,10,12,14
ack_and_brunt,认知 & 冲击,15,15,15,20,30
amphis,双头蛇,10,15,22,30,30
anku,夺魂死神,39,50,50,65,80
arca_titron,弧电振子锤,190,199,200,200,250
balla,宝拉,60,60,65,70,100
boltace,螺钉拐刃,15,20,30,30,30
broken_war,破碎的战争之剑,15,25,30,30,65
caustacyst,灼蚀变体镰,20,25,29,30,30
cerata,裸鳃刃,30,40,40,40,40
hate,憎恨,250,290,290,299,300
soma,月神,29,30,30,35,35
synapse,突触生化枪,15,20,25,30,30
tigris,猛虎,15,15,15,20,20
tonkor,征服榴炮,30,33,35,38,40
torid,托里德,525,550,550,578,580
vectis,守望者,30,30,35,39,40
veldt,草原猎手,15,15,27,30,30
vulkar,金工火神,5,10,10,10,11
zarr,沙皇,15,15,20,20,25
zenith,天穹之顶,30,30,50,50,50
zhuge,诸葛连弩,10,11,15,20,20
acrid,阿克里德,10,10,10,10,10
afuris,盗贼双枪,10,20,20,35,50
akbolto,螺钉双枪,9,10,10,10,15
akbronco,野马双枪,10,20,27,30,30
akjagara,觉醒双枪,10,14,15,20,20
aklato,拉托双枪,5,5,10,10,10
arca_scisco,弧电探知者,8,10,10,10,10
cycron,循环离子枪,28,45,50,50,50
detron,德特昂,19,20,25,25,30
embolist,安柏勒斯,10,15,15,15,15
dual_kamas,双短柄战镰,10,15,15,20,20
kuva_shildeg,赤毒·希尔德,14,15,15,20,30
kuva_ayanga,赤毒·怒雷,50,50,50,50,50
vermisplicer,虫置,23,25,30,50,50
sporelacer,孢射,15,20,20,25,30
argonak,氩格纳克,1,14,15,20,20
castanas,雷爆信镖,8,8,10,10,10
cestra,锡斯特,20,50,66,75,80
dual_toxocyst,毒囊双枪,250,299,300,300,300
hystrix,豪猪,9,25,50,50,50
fragor,重击巨锤,25,29,29,30,35
galatine,迦伦提恩,10,20,20,25,25
gazal_machete,加扎勒反曲刀,9,10,10,15,20
gram,格拉姆,25,28,30,35,37
guandao,关刀,30,35,35,40,40
gunsen,军扇,20,20,20,25,27
dual_skana,空刃双刀,9,10,15,20,20
jaw_sword,蛇颚刀,15,15,15,20,20
kesheg,怯薛,5,8,10,15,15
kestrel,红隼,10,10,15,20,20
kronsh,客隆什,35,50,50,50,70
ballistica,布里斯提卡,10,30,30,50,50
heat_dagger,烈焰匕首,9,10,10,10,14
jat_kittag,喷射战锤,10,14,15,18,30
sonicor,超音波冲击枪,5,9,10,10,10
tombfinger,墓指,10,25,30,40,40
gaze,凝目,5,15,15,20,20
pupacyst,毒囊骨茧,20,20,20,20,20
arca_plasmor,弧电离子枪,20,30,40,45,50
galvacord,电流刺索,8,10,10,12,15
bronco,野马,15,20,25,30,40
dual_cestra,锡斯特双枪,15,15,18,20,28
furis,盗贼,80,150,170,185,190
