url_name,zh_name,platinum1,platinum2,platinum3,platinum_avg
dread_ward,恐惧屏障,9,12,13
braton_vandal_set,布莱顿·破坏者 一套,320,330,350
emp_aura,电磁脉冲场,8,10,10
primed_chamber,膛室 Prime,300,315,315
epitaph_prime_barrel,葬铭 Prime 枪管,7,8,8
lato_vandal_set,拉托·破坏者 一套,360,360,364
exodia_epidemic,神威·流行病,8,9,9
arcane_squall_helmet,飑风 秘奥头盔,280,300,350
fortifying_fire,固盾火力,7,8,8
arcane_backdraft_helmet,复燃 秘奥头盔,185,190,200
frak_stabilizer_blueprint,锐克稳定器 蓝图,10,10,10
arcane_swindle_helmet,诈欺 秘奥头盔,419,420,500
arcane_phoenix_helmet,凤凰 秘奥头盔,200,200,300
hard_reset,硬重启,6,10,10
sentient_surge,Sentient 涌现,270,275,280
hushed_invisibility,静谧无踪,13,14,15
lato_vandal_barrel,拉托·破坏者 枪管,243,244,250
hystrix_prime_receiver,豪猪 Prime 枪机,9,9,9
ironclad_charge,铁甲冲锋,9,9,10
arcane_locust_helmet,飞蝗 秘奥头盔,145,250,250
arcane_mag_gauss_helmet,Mag 高斯 秘奥头盔,155,160,170
karak_wraith_blueprint,卡拉克·亡魂 蓝图,7,10,10
dog_days_night_scene,三伏天夜晚场景,80,250,300
maim,致残枪弹,9,9,10
arcane_essence_helmet,本质 秘奥头盔,120,140,200
marked_target,标记目标,9,10,10
arcane_chlora_helmet,氯毒 秘奥头盔,125,160,350
arcane_pulse_helmet,脉冲 秘奥头盔,199,250,275
mecha_overdrive,机甲 超载,6,8,8
dog_days_scene,三伏天场景,100,100,200
mesas_waltz,Mesa 的华尔兹,10,10,10
vile_discharge,邪恶释放,250,499,500
mountains_edge,山之锋芒,4,4,8
arcane_gambit_helmet,策略 秘奥头盔,149,150,180
necramech_drift,殁世机甲 窜升,8,9,9
silver_grove_shrine_scene,落银树庭圣所场景,30,49,100
necramech_slipstream,殁世机甲 滑流,8,9,9
arcane_aura_helmet,预言 秘奥头盔,195,225,300
niras_anguish,混沌蛇主之苦,9,9,10
arcane_vespa_helmet,黄蜂 秘奥头盔,150,200,500
