kulstar,杀星,12,20,50,50,75
heliocor,赫利俄光锤,20,20,23,29,30
nagantaka,噬蛇弩,19,20,40,50,60
ocucor,视使之触,280,280,280,299,299
falcor,猎鹰轮,50,60,60,70,100
paracesis,心智之殁,15,20,20,30,30
exergis,晶能放射器,11,12,14,15,16
battacor,武使之力,15,20,20,20,20
euphona_prime,悦音 Prime,10,18,20,20,20
fusilai,齐射玻刃,12,12,15,15,20
lato,拉托,40,40,40,50,50
magnus,麦格努斯,9,14,15,20,20
ack_and_brunt,认知 & 冲击,15,15,15,20,20
amphis,双头蛇,15,15,20,20,25
anku,夺魂死神,39,50,50,50,60
arca_titron,弧电振子锤,220,250,300,300,300
balla,宝拉,50,59,60,60,80
boltace,螺钉拐刃,5,10,12,15,17
broken_war,破碎的战争之剑,15,18,21,50,50
caustacyst,灼蚀变体镰,20,20,20,20,29
cerata,裸鳃刃,39,40,45,50,50
hate,憎恨,300,320,350,350,350
soma,月神,30,30,35,50,50
synapse,突触生化枪,20,20,20,25,25
tigris,猛虎,12,15,20,20,20
tonkor,征服榴炮,33,33,35,35,35
torid,托里德,550,570,580,580,580
vectis,守望者,40,40,40,45,45
veldt,草原猎手,10,15,15,20,20
vulkar,金工火神,5,10,10,11,15
zarr,沙皇,20,20,20,20,25
zenith,天穹之顶,35,45,50,50,50
zhuge,诸葛连弩,10,10,10,15,15
acrid,阿克里德,10,10,10,19,20
afuris,盗贼双枪,10,10,15,15,20
akbolto,螺钉双枪,10,18,20,20,20
akbronco,野马双枪,10,10,15,15,20
akjagara,觉醒双枪,14,15,20,25,29
aklato,拉托双枪,10,10,10,10,10
arca_scisco,弧电探知者,8,15,20,20,30
cycron,循环离子枪,20,30,50,50,50
detron,德特昂,19,20,20,30,50
embolist,安柏勒斯,9,17,20,49,60
dual_kamas,双短柄战镰,10,20,20,30,35
kuva_shildeg,赤毒·希尔德,20,20,20,20,24
kuva_ayanga,赤毒·怒雷,15,40,50,85,100
vermisplicer,虫置,20,25,29,30,30
sporelacer,孢射,20,25,45,50,50
argonak,氩格纳克,1,10,15,19,20
castanas,雷爆信镖,18,20,25,30,39
cestra,锡斯特,99,100,100,100,180
dual_toxocyst,毒囊双枪,290,299,300,300,300
hystrix,豪猪,10,15,19,30,50
fragor,重击巨锤,20,30,35,35,39
galatine,迦伦提恩,10,20,20,20,30
gazal_machete,加扎勒反曲刀,10,15,20,20,20
gram,格拉姆,20,30,39,40,45
guandao,关刀,19,30,30,30,40
gunsen,军扇,20,25,30,35,40
dual_skana,空刃双刀,10,15,20,30,30
jaw_sword,蛇颚刀,20,20,20,20,25
kesheg,怯薛,5,15,15,15,50
kestrel,红隼,6,10,10,14,15
kronsh,客隆什,50,50,70,99,100
ballistica,布里斯提卡,10,15,15,25,30
heat_dagger,烈焰匕首,9,10,10,10,15
jat_kittag,喷射战锤,15,20,20,30,40
sonicor,超音波冲击枪,8,10,15,30,40
tombfinger,墓指,40,50,50,50,50
gaze,凝目,10,15,20,20,20
pupacyst,毒囊骨茧,20,20,21,25,30
arca_plasmor,弧电离子枪,29,30,30,30,32
galvacord,电流刺索,8,10,10,15,18
bronco,野马,14,19,20,25,50
dual_cestra,锡斯特双枪,10,10,19,20,100
furis,盗贼,144,149,150,195,200
ankyros,甲龙双拳,15,16,20,40,49
atterax,阿特拉克斯,14,15,20,20,20
bo,玻之武杖,100,100,100,150,150
cassowar,鹤鸵长戟,15,18,18,19,20
ceramic_dagger,陶瓷匕首,320,325,350,360,366
halikar,哈利卡,15,19,20,24,50
hirudo,蚂蟥,19,25,55,200,300
mire,米尔,15,17,18,30,30
twin_krohkur,双子克鲁古尔,20,40,50,150,200
latron,拉特昂,125,150,150,150,170
lenz,楞次弓,15,15,15,15,18
miter,米特尔,24,25,29,30,30
mutalist_cernos,异融西诺斯,9,10,15,22,25
mutalist_quanta,异融量子枪,10,10,10,15,20
opticor,奥堤克光子枪,8,10,14,19,20
panthera,猎豹,9,10,10,10,10
penta,潘塔,9,10,20,20,25
phage,噬菌者,25,25,29,30,30
phantasma,幻离子,20,30,30,40,45
quanta,量子切割器,9,10,15,18,19
rubico,绝路,45,45,48,48,50
simulor,重力奇点拟成枪,12,20,20,20,20
snipetron,狙击特昂,7,12,20,20,20
sobek,鳄神,29,29,29,30,40
stradavar,斯特拉迪瓦,5,5,10,10,10
strun,斯特朗,70,80,100,109,113
sybaris,席芭莉丝,49,50,65,65,70
tetra,特拉,29,30,35,50,75
gammacor,咖玛腕甲枪,20,24,24,25,35
nukor,努寇微波枪,30,40,44,45,50
pandero,手鼓,10,12,18,18,20
pox,脓痘,15,50,200,250,700
pyrana,食人鱼,20,20,20,25,25
sicarus,暗杀者,50,69,74,82,99
spira,旋刃飞刀,99,100,100,100,115
dehtat,德塔特,10,15,20,25,50
destreza,技巧之剑,20,25,30,35,35
dex_dakra,Dex 达克拉双剑,10,35,40,50,50
dokrahm,多克拉姆,15,20,20,22,30
dragon_nikana,龙之侍刃,20,20,20,29,30
dual_cleavers,斩肉双刀,15,15,35,50,50
dual_ether,苍穹双剑,30,30,30,50,50
dual_heat_swords,烈焰双剑,5,10,10,19,30
dual_ichor,恶脓双斧,100,100,130,130,139
dual_keres,凯瑞斯双刀,20,25,25,29,30
kama,短柄战镰,15,20,20,30,50
kogake,科加基,10,25,40,50,60
multron,多连穿甲枪,30,39,40,40,40
vulcax,金工火舌,30,40,40,40,40
masseter,咀嚼金棒,8,10,25,30,35
pathocyst,病囊飞刃,20,29,31,40,100
kuva_chakkhurr,赤毒·邪眼,12,19,20,20,20
lecta,勒克塔,23,25,30,50,70
machete,马谢特砍刀,10,10,20,20,40
magistar,执法者,400,490,495,499,499
mewan,密丸,20,45,50,50,50
mios,牡狮神,5,15,19,20,20
rabvee,拉比威,30,43,75,80,100
war,战争之剑,40,40,50,50,80
artax,阿塔克斯,30,49,50,100,100
burst_laser,激光点发,20,20,30,40,50
deth_machine_rifle,死亡机枪,25,30,40,40,40
laser_rifle,激光步枪,25,30,90,100,300
astilla,碎裂者,10,10,15,19,20
baza,苍鹰,15,20,40,50,50
boar,野猪,80,90,90,99,100
flux_rifle,通量步枪,25,30,35,35,35
cronus,克洛诺斯,10,12,19,20,20
endura,三叶坚韧,10,10,15,25,30
glaive,战刃,295,299,300,340,340
heat_sword,烈焰长剑,10,10,10,15,15
jat_kusar,喷射锁镰,25,35,40,50,50
nami_skyla,海波斯库拉对剑,10,15,20,20,20
nami_solo,海波单剑,40,45,50,55,58
nikana,侍刃,40,68,70,80,80
ninkondi,降灵追猎者,15,20,50,60,70
obex,奥比克斯,5,5,10,10,15
ohma,欧玛,20,20,30,39,40
okina,翁,81,88,100,100,100
ooltha,乌尔萨,10,20,25,40,100
orthos,欧特鲁斯,20,20,30,30,45
orvius,灵枢,15,20,25,30,40
pangolin_sword,鲮鲤剑,15,15,15,20,20
plague_keewar,瘟疫 奇沃,13,14,15,15,25
plague_kripath,瘟疫 克里帕丝,15,15,20,20,20
plasma_sword,等离子长剑,9,10,15,20,25
prova,普罗沃,25,30,30,99,100
redeemer,救赎者,21,28,30,30,30
skana,空刃,70,75,88,88,90
harpak,哈帕克,10,10,10,10,14
hema,血肢,20,20,20,20,20
hind,雌鹿,15,15,20,20,20
ignis,伊格尼斯,20,20,30,50,50
javlok,燃焰标枪,5,10,10,17,45
karak,卡拉克,13,15,15,20,20
kohm,寇恩热能枪,20,20,20,50,50
lanka,兰卡,7,15,15,15,20
paris,帕里斯,25,29,30,30,30
quartakk,夸塔克,15,15,16,25,30
scourge,祸根,15,15,20,20,20
spectra,光谱切割器,15,20,20,20,29
staticor,静电能量导引枪,5,17,19,20,20
stubba,史度巴,5,10,12,20,20
stug,史特克,20,40,50,50,750
talons,鹰爪,10,20,20,20,22
twin_grakatas,双子葛拉卡达,44,60,80,500,600
twin_gremlins,双子小精灵,9,19,20,25,25
twin_kohmak,双子寇恩霰机枪,10,10,15,20,25
twin_rogga,双子罗格,10,20,20,25,35
twin_vipers,双子蝰蛇,10,10,12,12,15
tysis,啐沫者,20,20,25,30,45
vasto,瓦斯托,35,35,50,50,70
viper,蝰蛇,15,35,40,40,50
zylok,席尔火枪,10,10,10,17,29
dakra_prime,达克拉 Prime,19,25,25,50,60
dark_dagger,暗黑匕首,19,20,30,30,30
kuva_twin_stubbas,赤毒·双子史度巴,10,15,16,20,20
pennant,尖幡,10,30,30,30,38
kuva_bramma,赤毒·布拉玛,20,20,25,25,28
stropha,诡计之刃,20,20,20,20,50
morgha,置灵者,25,25,25,50,50
catabolyst,异化者,18,19,19,19,40
hikou,飞扬,15,20,20,30,45
knell,丧钟,19,20,35,40,50
kohmak,寇恩霰机枪,5,8,25,25,50
kraken,北海巨妖,5,15,15,15,20
kunai,苦无,29,30,30,30,30
lex,雷克斯,50,60,60,66,69
marelok,玛瑞火枪,15,15,50,50,50
broken_scepter,破损珽杖,9,14,15,20,20
dual_zoren,佐伦双斧,15,30,50,50,50
ether_daggers,苍穹匕首,20,55,65,80,100
ether_reaper,苍穹死神,6,20,20,40,50
ether_sword,苍穹之剑,10,15,20,39,50
fang,狼牙,10,15,20,20,30
furax,弗拉克斯,50,50,50,70,75
karyst,凯洛斯特,19,52,53,60,80
stinger,毒刺,40,40,40,40,80
vulklok,金工火枪,35,40,50,50,60
catchmoon,捕月,15,19,20,20,24
plinx,漫射者,30,40,55,60,75
korrudo,库鲁多,15,20,20,30,80
fulmin,雷霆,35,35,39,39,39
cobra_and_crane,眼镜蛇 & 鹤,10,15,20,20,24
komorex,猛毒,20,20,20,20,20
cyanex,氰毒,20,45,50,50,50
