kulstar,杀星,4,20,20,30,75
heliocor,赫利俄光锤,29,100,100,200,200
nagantaka,噬蛇弩,9,9,15,20,40
ocucor,视使之触,299,300,300,310,320
falcor,猎鹰轮,35,40,40,40,50
paracesis,心智之殁,17,20,20,50,50
exergis,晶能放射器,10,10,15,15,20
battacor,武使之力,13,15,30,30,40
euphona_prime,悦音 Prime,20,20,20,40,70
fusilai,齐射玻刃,8,10,10,10,12
lato,拉托,30,35,40,40,40
magnus,麦格努斯,10,10,15,15,20
ack_and_brunt,认知 & 冲击,10,20,30,30,40
amphis,双头蛇,15,20,22,30,50
anku,夺魂死神,40,40,45,50,50
arca_titron,弧电振子锤,199,200,210,220,230
balla,宝拉,40,45,70,70,70
boltace,螺钉拐刃,10,17,50,50,70
broken_war,破碎的战争之剑,15,20,30,30,35
caustacyst,灼蚀变体镰,20,20,30,30,30
cerata,裸鳃刃,10,20,29,39,40
hate,憎恨,220,239,239,240,250
soma,月神,25,30,40,40,45
synapse,突触生化枪,19,20,20,21,25
tigris,猛虎,15,15,15,20,20
tonkor,征服榴炮,30,35,38,39,40
torid,托里德,570,570,577,579,580
vectis,守望者,30,40,40,50,50
veldt,草原猎手,5,5,20,20,20
vulkar,金工火神,8,11,25,50,50
zarr,沙皇,20,25,25,25,30
zenith,天穹之顶,50,50,50,50,54
zhuge,诸葛连弩,10,10,20,20,25
acrid,阿克里德,10,10,10,10,10
afuris,盗贼双枪,15,20,30,40,40
akbolto,螺钉双枪,10,15,15,19,20
akbronco,野马双枪,30,30,35,50,150
akjagara,觉醒双枪,10,20,35,85,99
aklato,拉托双枪,8,8,10,10,10
arca_scisco,弧电探知者,10,10,10,20,20
cycron,循环离子枪,30,30,30,30,30
detron,德特昂,15,18,19,19,20
embolist,安柏勒斯,10,15,20,20,25
dual_kamas,双短柄战镰,9,15,15,20,30
kuva_shildeg,赤毒·希尔德,20,30,35,50,50
kuva_ayanga,赤毒·怒雷,40,40,50,60,90
vermisplicer,虫置,20,23,25,35,50
sporelacer,孢射,30,30,40,45,50
argonak,氩格纳克,20,20,20,20,30
castanas,雷爆信镖,10,10,15,18,20
cestra,锡斯特,55,59,60,65,66
dual_toxocyst,毒囊双枪,269,280,297,299,300
hystrix,豪猪,9,20,30,48,50
fragor,重击巨锤,35,40,40,45,48
galatine,迦伦提恩,20,25,40,50,100
gazal_machete,加扎勒反曲刀,10,10,20,40,50
gram,格拉姆,24,25,30,35,37
guandao,关刀,19,28,50,50,60
gunsen,军扇,15,15,25,30,30
dual_skana,空刃双刀,8,15,15,20,20
jaw_sword,蛇颚刀,15,20,45,80,100
kesheg,怯薛,8,9,9,15,15
kestrel,红隼,14,15,15,20,30
kronsh,客隆什,25,40,100,150,150
ballistica,布里斯提卡,9,10,30,40,40
heat_dagger,烈焰匕首,7,10,10,10,10
jat_kittag,喷射战锤,20,25,30,30,35
sonicor,超音波冲击枪,10,10,15,15,30
tombfinger,墓指,40,50,70,100,100
gaze,凝目,9,15,15,15,15
pupacyst,毒囊骨茧,12,20,20,30,30
arca_plasmor,弧电离子枪,25,25,25,30,35
galvacord,电流刺索,10,15,20,20,20
bronco,野马,19,19,20,20,25
dual_cestra,锡斯特双枪,7,10,10,20,30
furis,盗贼,150,150,170,170,195
ankyros,甲龙双拳,7,15,20,30,30
atterax,阿特拉克斯,20,20,20,30,30
bo,玻之武杖,90,90,90,90,100
cassowar,鹤鸵长戟,9,10,15,15,18
ceramic_dagger,陶瓷匕首,320,350,350,350,400
halikar,哈利卡,10,20,30,40,79
hirudo,蚂蟥,19,20,75,75,150
mire,米尔,17,50,50,50,50
twin_krohkur,双子克鲁古尔,15,20,25,30,40
latron,拉特昂,150,180,180,190,195
lenz,楞次弓,15,15,18,20,20
miter,米特尔,20,20,25,30,30
mutalist_cernos,异融西诺斯,15,15,19,20,20
mutalist_quanta,异融量子枪,10,10,10,10,15
opticor,奥堤克光子枪,10,10,15,15,20
panthera,猎豹,10,10,15,50,50
penta,潘塔,25,50,60,80,100
phage,噬菌者,29,30,30,30,40
phantasma,幻离子,30,40,45,45,50
quanta,量子切割器,10,10,20,20,20
rubico,绝路,40,40,40,40,44
simulor,重力奇点拟成枪,20,20,20,20,24
snipetron,狙击特昂,10,12,20,26,35
sobek,鳄神,29,29,30,30,40
stradavar,斯特拉迪瓦,10,10,10,10,15
strun,斯特朗,90,90,100,100,100
sybaris,席芭莉丝,50,60,70,70,70
tetra,特拉,20,35,40,50,50
gammacor,咖玛腕甲枪,15,24,24,25,28
nukor,努寇微波枪,40,40,40,44,45
pandero,手鼓,10,10,12,15,20
pox,脓痘,10,10,15,15,20
pyrana,食人鱼,18,18,20,20,20
sicarus,暗杀者,40,60,60,60,65
spira,旋刃飞刀,9,10,19,20,20
dehtat,德塔特,14,15,20,20,20
destreza,技巧之剑,15,30,30,40,50
dex_dakra,Dex 达克拉双剑,10,10,20,35,40
dokrahm,多克拉姆,30,30,40,95,100
dragon_nikana,龙之侍刃,20,20,20,30,30
dual_cleavers,斩肉双刀,14,15,15,20,30
dual_ether,苍穹双剑,25,40,50,150,500
dual_heat_swords,烈焰双剑,10,10,10,25,30
dual_ichor,恶脓双斧,130,130,150,150,150
dual_keres,凯瑞斯双刀,30,30,48,50,50
kama,短柄战镰,12,15,15,20,50
kogake,科加基,25,100,150,200,300
multron,多连穿甲枪,20,30,30,30,30
vulcax,金工火舌,30,30,30,30,35
masseter,咀嚼金棒,15,24,25,25,35
pathocyst,病囊飞刃,10,20,30,30,31
kuva_chakkhurr,赤毒·邪眼,30,30,35,50,50
lecta,勒克塔,25,25,30,30,39
machete,马谢特砍刀,7,15,15,20,20
magistar,执法者,465,470,480,480,499
mewan,密丸,5,7,15,20,20
mios,牡狮神,12,20,30,30,30
rabvee,拉比威,60,80,100,120,120
war,战争之剑,20,30,30,30,30
artax,阿塔克斯,30,40,45,45,50
burst_laser,激光点发,20,30,30,30,34
deth_machine_rifle,死亡机枪,25,35,40,42,45
laser_rifle,激光步枪,35,50,60,75,80
astilla,碎裂者,14,20,20,20,20
baza,苍鹰,10,15,20,50,75
boar,野猪,100,100,120,120,150
flux_rifle,通量步枪,5,15,20,20,24
cronus,克洛诺斯,10,10,20,20,25
endura,三叶坚韧,15,15,15,15,20
glaive,战刃,299,299,300,300,300
heat_sword,烈焰长剑,9,10,10,10,10
jat_kusar,喷射锁镰,10,19,20,61,100
nami_skyla,海波斯库拉对剑,20,20,25,29,35
nami_solo,海波单剑,55,60,60,88,99
nikana,侍刃,45,50,80,80,80
ninkondi,降灵追猎者,20,20,35,40,49
obex,奥比克斯,15,15,20,20,40
ohma,欧玛,19,20,25,30,30
okina,翁,50,70,88,90,100
ooltha,乌尔萨,10,10,20,20,20
orthos,欧特鲁斯,24,30,50,50,100
orvius,灵枢,15,19,40,50,50
pangolin_sword,鲮鲤剑,19,20,25,30,40
plague_keewar,瘟疫 奇沃,15,15,20,80,80
plague_kripath,瘟疫 克里帕丝,15,20,25,30,30
plasma_sword,等离子长剑,10,15,40,50,70
prova,普罗沃,9,9,10,20,20
redeemer,救赎者,21,25,33,45,50
skana,空刃,68,69,70,75,90
harpak,哈帕克,5,9,10,10,10
hema,血肢,15,20,20,20,20
hind,雌鹿,15,15,20,20,25
ignis,伊格尼斯,25,30,35,35,35
javlok,燃焰标枪,9,15,17,20,40
karak,卡拉克,15,19,20,20,20
kohm,寇恩热能枪,10,20,20,20,20
lanka,兰卡,9,9,10,10,15
paris,帕里斯,20,30,30,40,40
quartakk,夸塔克,20,25,25,29,30
scourge,祸根,20,20,25,25,30
spectra,光谱切割器,7,10,20,40,40
staticor,静电能量导引枪,5,12,15,20,25
stubba,史度巴,10,12,39,50,50
stug,史特克,10,20,45,50,58
talons,鹰爪,9,10,10,10,10
twin_grakatas,双子葛拉卡达,15,25,25,44,50
twin_gremlins,双子小精灵,10,15,20,20,25
twin_kohmak,双子寇恩霰机枪,20,20,24,25,30
twin_rogga,双子罗格,15,20,60,100,500
twin_vipers,双子蝰蛇,10,12,20,20,20
tysis,啐沫者,15,20,20,25,25
vasto,瓦斯托,30,35,35,40,40
viper,蝰蛇,8,10,14,20,35
zylok,席尔火枪,10,15,17,20,20
dakra_prime,达克拉 Prime,18,25,25,25,30
dark_dagger,暗黑匕首,30,35,40,69,100
kuva_twin_stubbas,赤毒·双子史度巴,12,20,30,50,50
pennant,尖幡,10,15,20,25,29
kuva_bramma,赤毒·布拉玛,25,30,30,30,30
stropha,诡计之刃,11,15,18,20,20
morgha,置灵者,30,35,45,45,50
catabolyst,异化者,17,18,19,20,20
hikou,飞扬,8,9,10,20,20
knell,丧钟,20,20,20,30,30
kohmak,寇恩霰机枪,10,10,10,10,12
kraken,北海巨妖,10,15,15,15,20
kunai,苦无,24,25,27,29,35
lex,雷克斯,55,65,69,70,80
marelok,玛瑞火枪,8,10,10,15,15
broken_scepter,破损珽杖,9,9,10,10,15
dual_zoren,佐伦双斧,15,20,20,30,30
ether_daggers,苍穹匕首,14,15,15,20,20
ether_reaper,苍穹死神,6,20,25,35,40
ether_sword,苍穹之剑,10,10,11,15,15
fang,狼牙,15,15,20,30,30
furax,弗拉克斯,50,60,100,100,135
karyst,凯洛斯特,20,50,150,200,400
stinger,毒刺,35,40,40,50,60
vulklok,金工火枪,27,30,31,35,50
catchmoon,捕月,10,10,10,15,15
plinx,漫射者,15,18,20,20,22
korrudo,库鲁多,15,35,40,50,60
fulmin,雷霆,25,30,33,35,35
cobra_and_crane,眼镜蛇 & 鹤,20,20,20,30,30
komorex,猛毒,15,20,20,20,29
cyanex,氰毒,10,19,45,45,50
tatsu,龙辰,20,30,100,100,135
cyngas,合成燃气炮,15,100,100,199,400
larkspur,翠雀,65,99,99,100,300
